Trace,Classificacao,IPC,IA_Inst_per_Byte,LLC_MPKI,MLP_L1D
traces/657.xz_s-3167B.champsimtrace.xz,Compute-Bound,1.1655,0.4312,0.0,0.6133
traces/644.nab_s-9322B.champsimtrace.xz,Compute-Bound,1.1712,0.3837,0.0,0.1546
traces/627.cam4_s-573B.champsimtrace.xz,Compute-Bound,1.1719,0.4836,0.0,11.0625
traces/623.xalancbmk_s-165B.champsimtrace.xz,Compute-Bound,1.205,0.4041,0.0,0.7858
traces/644.nab_s-7928B.champsimtrace.xz,Compute-Bound,1.2382,0.3837,0.0,0.187
traces/644.nab_s-12521B.champsimtrace.xz,Compute-Bound,1.2466,0.3866,0.0,0.3257
traces/602.gcc_s-734B.champsimtrace.xz,Compute-Bound,1.3053,0.4169,0.0,0.6455
traces/628.pop2_s-17B.champsimtrace.xz,Compute-Bound,1.3108,0.4351,0.0,2.2871
traces/648.exchange2_s-1699B.champsimtrace.xz,Compute-Bound,1.3448,0.3483,0.0,0.0
traces/648.exchange2_s-210B.champsimtrace.xz,Compute-Bound,1.352,0.3515,0.0,0.0001
traces/657.xz_s-4994B.champsimtrace.xz,Compute-Bound,1.3556,0.6743,0.0,0.9743
traces/648.exchange2_s-584B.champsimtrace.xz,Compute-Bound,1.3564,0.3716,0.0,0.0
traces/648.exchange2_s-1712B.champsimtrace.xz,Compute-Bound,1.3977,0.3607,0.0,0.0001
traces/648.exchange2_s-72B.champsimtrace.xz,Compute-Bound,1.3987,0.3665,0.0,0.0
traces/648.exchange2_s-353B.champsimtrace.xz,Compute-Bound,1.413,0.369,0.0,0.0
traces/649.fotonik3d_s-1B.champsimtrace.xz,Compute-Bound,1.4276,0.4086,0.0,0.015
traces/638.imagick_s-4128B.champsimtrace.xz,Compute-Bound,1.4312,0.3818,0.0,0.033
traces/648.exchange2_s-1247B.champsimtrace.xz,Compute-Bound,1.4466,0.3827,0.0,0.0001
traces/648.exchange2_s-1227B.champsimtrace.xz,Compute-Bound,1.477,0.3914,0.0,0.0
traces/648.exchange2_s-1511B.champsimtrace.xz,Compute-Bound,1.48,0.3837,0.0,0.0
traces/644.nab_s-12459B.champsimtrace.xz,Compute-Bound,1.4819,0.4082,0.0,0.2648
traces/648.exchange2_s-387B.champsimtrace.xz,Compute-Bound,1.5069,0.4034,0.0,0.0
traces/625.x264_s-39B.champsimtrace.xz,Compute-Bound,1.5626,0.4486,0.0,0.5867
traces/638.imagick_s-824B.champsimtrace.xz,Compute-Bound,1.5704,0.6228,0.0,0.0132
traces/625.x264_s-18B.champsimtrace.xz,Compute-Bound,1.581,0.4499,0.0,0.6713
traces/625.x264_s-33B.champsimtrace.xz,Compute-Bound,1.5833,0.4505,0.0,0.5712
traces/625.x264_s-12B.champsimtrace.xz,Compute-Bound,1.5979,0.4498,0.0,0.4787
traces/625.x264_s-20B.champsimtrace.xz,Compute-Bound,1.6115,0.4501,0.0,0.4857
traces/603.bwaves_s-1080B.champsimtrace.xz,Compute-Bound,1.7807,0.445,0.0,0.8563
traces/603.bwaves_s-3699B.champsimtrace.xz,Compute-Bound,1.994,0.4542,0.0,0.4558
traces/654.roms_s-1021B.champsimtrace.xz,Compute-Bound,1.994,0.5228,0.0,0.0049
traces/603.bwaves_s-5359B.champsimtrace.xz,Compute-Bound,2.0372,0.4524,0.0,0.3664
traces/607.cactuBSSN_s-4248B.champsimtrace.xz,Compute-Bound,2.0385,0.6605,0.0,0.0659
traces/657.xz_s-56B.champsimtrace.xz,Compute-Bound,2.1449,1.2314,0.0,0.2694
traces/638.imagick_s-10316B.champsimtrace.xz,Compute-Bound,2.7103,0.6515,0.0,0.765
